customer_id,first_bet_datetime,twentieth_bet_datetime,bets_used,total_betting_amount,mean_betting_amount,mean_price,pct_racing,pct_cash,pct_return,total_payout,total_return_for_entain,feature_generated_at,feature_window_policy,invalid_first20_count,feature_quality_flag
00cf38fd-acaa-477f-84a1-89f8bde358ec,2024-08-15T14:36:44Z,2024-09-03T15:25:09Z,20,191.1,9.555,5.2665,0.8,0.95,0.05,11.75,170.95,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,0,FULL_20_VALID_BETS
00df3858-89a0-4999-9657-1aa684292ae0,2024-08-21T04:37:12Z,2024-09-09T22:11:52Z,20,334.6,16.73,14.425,0.95,1.0,0.0,0.0,334.6,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,0,FULL_20_VALID_BETS
00ec8748-d233-43b2-a862-fd911dd3c7a7,2024-08-02T01:48:55Z,2024-08-19T23:37:13Z,19,248.3,13.0684,14.2837,0.789474,1.0,0.052632,368.28,-119.98,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,1,PARTIAL_OR_REVIEW_FIRST20_WINDOW
0103d10c-9aa4-4ab5-8af6-af3b9a3d5905,2024-08-05T20:26:25Z,2024-08-22T11:39:33Z,19,305.2,16.0632,19.1853,0.894737,1.0,0.0,0.0,305.2,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,1,PARTIAL_OR_REVIEW_FIRST20_WINDOW
010d3fcd-2564-42a4-b13e-6c84fcee49c9,2024-08-13T15:09:21Z,2024-08-30T21:59:02Z,20,140.5,7.025,9.181,0.85,0.95,0.05,42.11,82.19,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,0,FULL_20_VALID_BETS
010e9b3f-0901-4236-8d37-ce71eb524923,2024-08-11T18:18:48Z,2024-08-27T21:55:39Z,19,248.7,13.0895,2.9679,0.368421,0.789474,0.210526,110.87,63.94,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,1,PARTIAL_OR_REVIEW_FIRST20_WINDOW
0110081c-eeec-4cce-8bbc-695e515a55e6,2024-08-17T02:32:07Z,2024-09-07T04:06:58Z,20,227.7,11.385,17.486,0.9,1.0,0.05,96.39,131.31,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,0,FULL_20_VALID_BETS
0113ed6a-81cd-4aa3-ac56-7a38855cc438,2024-08-02T07:07:20Z,2024-08-18T01:43:10Z,19,111.8,5.8842,13.1926,0.210526,0.947368,0.052632,52.85,50.25,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,1,PARTIAL_OR_REVIEW_FIRST20_WINDOW
01195da2-b88f-48d8-94e8-127752c1bcea,2024-08-26T14:59:35Z,2024-09-13T15:41:00Z,20,169.8,8.49,9.186,0.7,0.9,0.1,101.55,58.15,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,0,FULL_20_VALID_BETS
0126f398-7bf1-40fe-9a93-5186eb857297,2024-08-27T10:00:50Z,2024-09-15T17:47:34Z,19,60.9,3.2053,19.7,0.894737,0.894737,0.0,0.0,56.1,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,1,PARTIAL_OR_REVIEW_FIRST20_WINDOW
0126f436-d453-4cdf-aa1e-c6fa992b25b4,2024-08-21T06:08:57Z,2024-09-04T13:47:34Z,19,90.0,4.7368,18.1489,0.526316,0.947368,0.0,0.0,83.1,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,1,PARTIAL_OR_REVIEW_FIRST20_WINDOW
0129957d-dc34-457f-87cf-48ee59219e0c,2024-08-30T02:46:03Z,2024-09-17T23:15:01Z,20,355.4,17.77,15.9705,0.85,1.0,0.0,0.0,355.4,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,0,FULL_20_VALID_BETS
012c2d24-ee4e-419b-a041-8c19d6e372ec,2024-08-28T21:41:57Z,2024-09-19T10:15:42Z,20,269.9,13.495,5.2425,0.9,0.95,0.1,169.97,78.03,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,0,FULL_20_VALID_BETS
012c3b6c-9a45-4fef-a2e5-a4529007f313,2024-08-28T01:22:03Z,2024-09-14T08:56:38Z,20,62.4,3.12,7.543,0.85,0.9,0.2,70.59,-13.69,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,0,FULL_20_VALID_BETS
0147b6f2-c8e7-4ce1-9428-b923abe9cc95,2024-08-13T19:26:51Z,2024-08-27T22:04:39Z,20,268.4,13.42,18.6095,0.95,0.95,0.1,223.5,32.3,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,0,FULL_20_VALID_BETS
014f2ff4-f6f8-4307-83ae-7518c0d97e18,2024-08-12T12:35:43Z,2024-09-01T16:57:44Z,19,278.3,14.6474,16.2574,0.789474,1.0,0.105263,232.03,46.27,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,1,PARTIAL_OR_REVIEW_FIRST20_WINDOW
01566120-1897-4d10-8c06-28e97dfbe882,2024-08-15T01:41:10Z,2024-08-30T14:48:38Z,20,89.1,4.455,17.069,0.3,1.0,0.15,201.82,-112.72,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,0,FULL_20_VALID_BETS
01632ddf-cf04-490b-b32b-00cce48588ef,2024-08-25T05:59:46Z,2024-09-09T14:13:56Z,19,271.9,14.3105,11.9926,0.105263,1.0,0.052632,92.4,179.5,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,1,PARTIAL_OR_REVIEW_FIRST20_WINDOW
016a637f-554e-4309-98ae-bc5cc8b9ce4b,2024-08-28T04:38:56Z,2024-09-16T06:37:02Z,19,81.5,4.2895,15.62,0.789474,0.947368,0.157895,201.23,-123.93,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,1,PARTIAL_OR_REVIEW_FIRST20_WINDOW
016fb4f4-c6e7-4d16-86b9-14cb5095a65d,2024-08-14T12:34:31Z,2024-09-02T15:36:09Z,20,176.4,8.82,19.196,0.9,1.0,0.1,695.59,-519.19,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,0,FULL_20_VALID_BETS
01700c44-a1e0-4c55-8481-5fad8c2a4551,2024-08-04T23:32:01Z,2024-08-22T08:17:48Z,20,152.2,7.61,18.4195,0.95,1.0,0.05,235.68,-83.48,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,0,FULL_20_VALID_BETS
01772fe6-620c-4bd5-b0d5-8c69eef1d59a,2024-08-02T11:59:22Z,2024-08-22T17:07:40Z,20,174.6,8.73,18.367,0.25,1.0,0.0,0.0,174.6,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,0,FULL_20_VALID_BETS
0189f5ef-ef79-4cbc-ae48-25b8d365252d,2024-08-05T14:12:57Z,2024-08-24T07:05:10Z,19,153.5,8.0789,15.1742,0.947368,1.0,0.052632,32.25,121.25,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,1,PARTIAL_OR_REVIEW_FIRST20_WINDOW
018b7b61-0d96-41fe-84e2-30b152e390c7,2024-08-19T03:12:58Z,2024-09-08T06:45:43Z,20,227.0,11.35,14.179,0.05,0.8,0.1,490.66,-295.16,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,0,FULL_20_VALID_BETS
01918fca-3182-4fef-976f-469c19b31f89,2024-08-21T19:26:48Z,2024-09-04T17:10:40Z,19,213.9,11.2579,19.6142,0.894737,0.842105,0.105263,643.45,-453.75,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,1,PARTIAL_OR_REVIEW_FIRST20_WINDOW
019d27df-517c-45eb-92e2-cc7f0e51b383,2024-08-18T11:19:16Z,2024-09-07T17:15:26Z,20,105.2,5.26,6.862,0.2,1.0,0.05,17.41,87.79,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,0,FULL_20_VALID_BETS
01a74d55-feca-431d-981a-fa2303f8022e,2024-08-09T11:41:32Z,2024-08-24T16:23:16Z,18,125.0,6.9444,15.3139,0.777778,1.0,0.0,0.0,125.0,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,2,PARTIAL_OR_REVIEW_FIRST20_WINDOW
01af89b0-f4ef-4bfc-909c-8549b2c74282,2024-08-27T00:58:56Z,2024-09-12T08:46:44Z,20,112.5,5.625,14.1845,0.7,0.95,0.1,207.31,-97.91,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,0,FULL_20_VALID_BETS
01b4cafb-2b10-43a8-8a81-73e012461020,2024-08-06T22:26:02Z,2024-08-24T19:51:16Z,20,272.3,13.615,2.234,0.95,1.0,0.4,279.07,-6.77,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,0,FULL_20_VALID_BETS
01b61a19-009e-4271-a0dc-7c44b8d42eee,2024-08-26T06:08:03Z,2024-09-09T14:13:12Z,19,62.0,3.2632,11.5353,0.052632,1.0,0.052632,33.42,28.59,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,1,PARTIAL_OR_REVIEW_FIRST20_WINDOW
01ca9727-cd49-4687-af73-8333e1b061ca,2024-08-23T00:01:02Z,2024-09-12T20:31:45Z,20,250.7,12.535,15.474,0.8,0.9,0.1,633.52,-390.62,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,0,FULL_20_VALID_BETS
01cf8a15-3344-4ff2-84f9-db8efb59edcc,2024-08-22T10:42:41Z,2024-09-10T15:12:12Z,20,232.2,11.61,18.882,0.85,1.0,0.05,97.58,134.62,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,0,FULL_20_VALID_BETS
01eec980-998d-4f38-8596-6631a38fc870,2024-08-02T13:32:50Z,2024-08-17T02:42:40Z,19,261.6,13.7684,4.8253,0.789474,0.842105,0.105263,81.52,129.78,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,1,PARTIAL_OR_REVIEW_FIRST20_WINDOW
01f3a4a4-6c7b-4cc9-81f3-9bf40a4b8fc6,2024-08-15T16:22:54Z,2024-08-30T14:30:48Z,19,204.6,10.7684,4.5626,0.947368,1.0,0.105263,70.95,133.65,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,1,PARTIAL_OR_REVIEW_FIRST20_WINDOW
01f672d1-49a6-4d12-a4f1-e4d47534c08f,2024-08-08T07:41:52Z,2024-09-01T04:56:18Z,20,248.0,12.4,16.656,0.85,1.0,0.0,0.0,248.0,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,0,FULL_20_VALID_BETS
01fed154-8950-4db0-b131-c480a11235e1,2024-08-28T01:40:23Z,2024-09-17T23:36:10Z,20,48.2,2.41,5.7775,0.8,1.0,0.15,25.96,22.24,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,0,FULL_20_VALID_BETS
02003a44-8967-41d2-acb6-c86e048e08d4,2024-08-02T10:48:45Z,2024-08-20T08:41:53Z,20,66.5,3.325,9.6315,0.95,0.95,0.1,18.51,46.39,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,0,FULL_20_VALID_BETS
0205a85e-d2f2-49a1-928f-3c490e1bff2c,2024-08-07T20:04:52Z,2024-08-25T12:46:59Z,18,78.4,4.3556,3.0067,0.888889,0.944444,0.166667,20.76,55.34,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,2,PARTIAL_OR_REVIEW_FIRST20_WINDOW
020991e3-4d7a-4697-987f-b7b1ac27d888,2024-08-13T18:18:06Z,2024-09-02T07:31:25Z,20,179.3,8.965,3.5915,0.25,0.95,0.35,221.06,-61.35,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,0,FULL_20_VALID_BETS
021ca90f-a34f-41a5-919b-0def42d7c818,2024-08-05T16:45:03Z,2024-08-22T04:03:03Z,20,109.9,5.495,2.4355,0.75,1.0,0.35,60.52,49.38,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,0,FULL_20_VALID_BETS
0238dfd7-b1b9-4884-8bd8-737af67398fc,2024-08-27T01:51:14Z,2024-09-13T16:22:37Z,19,202.3,10.6474,18.4589,0.947368,0.947368,0.105263,289.61,-95.81,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,1,PARTIAL_OR_REVIEW_FIRST20_WINDOW
025d3313-731d-4c4d-96db-f42a4b229ec8,2024-08-11T21:38:28Z,2024-08-29T04:47:25Z,19,189.5,9.9737,16.1232,0.894737,1.0,0.052632,73.16,116.34,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,1,PARTIAL_OR_REVIEW_FIRST20_WINDOW
02a83671-8e84-4a21-bc4d-dfa969150175,2024-08-16T06:00:34Z,2024-09-02T05:46:22Z,20,238.3,11.915,3.622,0.65,0.95,0.25,131.9,79.8,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,0,FULL_20_VALID_BETS
02ac577c-cd29-4bcf-9685-4a50fce31d73,2024-08-08T08:14:05Z,2024-08-27T07:11:46Z,20,182.8,9.14,17.5145,0.9,0.95,0.1,255.24,-77.84,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,0,FULL_20_VALID_BETS
02b14f74-12f6-4b58-b919-8671d6842bf1,2024-08-14T12:18:01Z,2024-09-01T00:05:30Z,20,89.1,4.455,19.093,0.75,1.0,0.0,0.0,89.1,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,0,FULL_20_VALID_BETS
02bf308b-0f27-4b0e-849c-92fcd686683f,2024-08-11T17:19:19Z,2024-08-31T12:19:43Z,20,80.4,4.02,12.145,0.95,1.0,0.1,69.45,10.95,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,0,FULL_20_VALID_BETS
02c4f93a-3aae-4439-ba96-a22c1bef5d27,2024-08-18T18:31:13Z,2024-09-06T11:39:57Z,20,180.4,9.02,10.5015,0.9,0.85,0.05,386.56,-229.76,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,0,FULL_20_VALID_BETS
02c6f86e-946c-4128-9e8e-d7dad0b88251,2024-08-22T21:40:14Z,2024-09-09T08:54:35Z,20,208.2,10.41,3.457,0.95,1.0,0.25,83.16,125.04,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,0,FULL_20_VALID_BETS
02c7d8b4-aa72-4675-8a57-571665b281d6,2024-08-10T04:14:53Z,2024-08-24T00:50:52Z,20,263.9,13.195,2.8655,0.85,0.8,0.3,227.6,-43.4,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,0,FULL_20_VALID_BETS
02d721af-51e0-4af1-bbfe-bbdf72c5f183,2024-08-14T00:36:23Z,2024-08-31T22:51:04Z,20,90.3,4.515,19.4685,0.85,1.0,0.1,327.22,-236.92,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,0,FULL_20_VALID_BETS
02d72b1d-1356-4898-9167-68469714b22e,2024-08-14T20:57:48Z,2024-09-03T17:24:54Z,20,265.9,13.295,9.9905,0.85,0.85,0.15,312.44,-99.94,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,0,FULL_20_VALID_BETS
02e56292-e0ab-4333-9408-5da9dd048b91,2024-08-02T17:59:53Z,2024-08-22T23:19:52Z,20,227.9,11.395,11.8655,0.15,0.95,0.05,91.35,127.85,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,0,FULL_20_VALID_BETS
02fc82a8-606d-4f14-8a7a-fe987991d811,2024-08-27T08:44:21Z,2024-09-11T06:40:01Z,19,232.2,12.2211,10.5574,0.684211,0.947368,0.052632,17.39,211.51,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,1,PARTIAL_OR_REVIEW_FIRST20_WINDOW
0312e6a8-f4c2-4372-831d-6ac99674c2ff,2024-08-26T00:17:03Z,2024-09-16T17:28:24Z,20,171.1,8.555,3.2865,1.0,1.0,0.15,101.73,69.37,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,0,FULL_20_VALID_BETS
03431da3-7a22-4a4b-a226-1b80fd2e9a71,2024-08-21T23:39:15Z,2024-09-11T08:42:29Z,20,62.4,3.12,18.8455,0.9,0.95,0.0,0.0,60.3,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,0,FULL_20_VALID_BETS
03533fed-e9a2-4921-9880-fb8a44b0449c,2024-08-29T19:40:58Z,2024-09-17T07:12:01Z,20,287.7,14.385,11.949,1.0,0.95,0.05,101.26,165.94,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,0,FULL_20_VALID_BETS
03556eaa-0512-474d-9c05-7a12fcf9474a,2024-08-30T01:19:24Z,2024-09-19T12:05:43Z,20,370.4,18.52,9.3915,0.8,0.95,0.2,368.98,-7.18,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,0,FULL_20_VALID_BETS
035c4194-4f52-4097-89dd-e73abc0e096f,2024-08-20T22:07:32Z,2024-09-09T01:33:54Z,20,35.7,1.785,2.836,0.9,0.95,0.4,42.72,-7.72,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,0,FULL_20_VALID_BETS
036394e9-38a9-443f-974b-a36fa86e8238,2024-08-22T10:09:11Z,2024-09-07T09:40:40Z,20,350.9,17.545,15.454,0.85,1.0,0.1,502.65,-151.75,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,0,FULL_20_VALID_BETS
0370320e-2be9-44ee-8833-c2d29bb40ba7,2024-08-01T06:26:00Z,2024-08-18T23:07:29Z,20,252.8,12.64,14.7855,0.85,0.8,0.0,0.0,217.0,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,0,FULL_20_VALID_BETS
037a53ac-de5d-4913-bf07-3acb9c57e616,2024-08-25T09:55:06Z,2024-09-10T19:36:27Z,20,312.7,15.635,12.2925,0.7,0.9,0.15,305.51,-23.21,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,0,FULL_20_VALID_BETS
037f5f55-04f0-4374-a241-8d45a13c55e1,2024-08-25T08:44:21Z,2024-09-10T07:02:24Z,20,142.0,7.1,16.7715,0.85,0.95,0.05,373.68,-234.38,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,0,FULL_20_VALID_BETS
0383c29a-a197-4875-b916-5d186d0a85b2,2024-08-07T20:28:28Z,2024-08-27T03:44:37Z,20,45.6,2.28,15.5425,0.9,0.9,0.05,18.35,25.55,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,0,FULL_20_VALID_BETS
03b01cf0-c5e2-48ae-921e-c2767f6933de,2024-08-17T05:26:29Z,2024-09-03T14:04:00Z,20,265.4,13.27,14.213,0.8,0.95,0.25,821.62,-577.82,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,0,FULL_20_VALID_BETS
03b7838d-98af-4d4f-866f-ea7f5857c17f,2024-08-04T08:01:05Z,2024-08-27T02:36:13Z,20,209.6,10.48,10.113,0.85,1.0,0.15,333.02,-123.42,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,0,FULL_20_VALID_BETS
03bf70c0-a0a7-48b8-b4c0-f3297476c56a,2024-08-18T19:43:55Z,2024-09-06T18:30:35Z,20,124.1,6.205,17.04,0.85,0.8,0.15,302.79,-203.39,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,0,FULL_20_VALID_BETS
03cb9700-9079-4f89-b319-5ca60fa8f273,2024-08-15T06:23:28Z,2024-09-02T17:51:54Z,20,44.7,2.235,13.654,0.4,0.95,0.15,61.8,-21.3,2026-06-19T01:49:39+00:00,valid rows where 1 <= bet_num <= 20; no replacement from later bets,0,FULL_20_VALID_BETS
